id,catchment_point_id,date_time_medition,pulses,old_total,new_total,running_pulses,running_total,action
2947462,146,2026-05-16 18:10:00,342,0,353,342.0,353.0,CORRECT
2947472,146,2026-05-16 18:15:00,342,0,353,342.0,353.0,CORRECT
2947485,146,2026-05-16 18:20:00,342,0,353,342.0,353.0,CORRECT
2947495,146,2026-05-16 18:25:00,342,0,353,342.0,353.0,CORRECT
2947508,146,2026-05-16 18:30:00,342,0,353,342.0,353.0,CORRECT
2947518,146,2026-05-16 18:35:00,342,0,353,342.0,353.0,CORRECT
2947531,146,2026-05-16 18:40:00,343,0,354,342.0,353.0,CORRECT
2947541,146,2026-05-16 18:45:00,343,0,354,343.0,354.0,CORRECT
2947554,146,2026-05-16 18:50:00,344,0,355,343.0,354.0,CORRECT
2947564,146,2026-05-16 18:55:00,344,0,355,344.0,355.0,CORRECT
2947582,146,2026-05-16 19:00:00,345,0,356,344.0,355.0,CORRECT
2947711,146,2026-05-16 19:05:00,345,0,356,345.0,356.0,CORRECT
2947731,146,2026-05-16 19:10:00,346,0,357,345.0,356.0,CORRECT
2947741,146,2026-05-16 19:15:00,347,0,358,346.0,357.0,CORRECT
2947754,146,2026-05-16 19:20:00,347,0,358,347.0,358.0,CORRECT
2947764,146,2026-05-16 19:25:00,348,0,359,347.0,358.0,CORRECT
2947777,146,2026-05-16 19:30:00,348,0,359,348.0,359.0,CORRECT
2947787,146,2026-05-16 19:35:00,349,0,360,348.0,359.0,CORRECT
2947800,146,2026-05-16 19:40:00,349,0,360,349.0,360.0,CORRECT
2947810,146,2026-05-16 19:45:00,350,0,361,349.0,360.0,CORRECT
2947823,146,2026-05-16 19:50:00,351,0,362,350.0,361.0,CORRECT
2947833,146,2026-05-16 19:55:00,351,0,362,351.0,362.0,CORRECT
2947852,146,2026-05-16 20:00:00,352,0,363,351.0,362.0,CORRECT
2947987,146,2026-05-16 20:05:00,352,0,363,352.0,363.0,CORRECT
2948000,146,2026-05-16 20:10:00,353,0,364,352.0,363.0,CORRECT
2948010,146,2026-05-16 20:15:00,353,0,364,353.0,364.0,CORRECT
2948023,146,2026-05-16 20:20:00,353,0,364,353.0,364.0,CORRECT
2948033,146,2026-05-16 20:25:00,353,0,364,353.0,364.0,CORRECT
2948046,146,2026-05-16 20:30:00,353,0,364,353.0,364.0,CORRECT
2948056,146,2026-05-16 20:35:00,353,0,364,353.0,364.0,CORRECT
2948069,146,2026-05-16 20:40:00,353,0,364,353.0,364.0,CORRECT
2948079,146,2026-05-16 20:45:00,353,0,364,353.0,364.0,CORRECT
2948092,146,2026-05-16 20:50:00,353,0,364,353.0,364.0,CORRECT
2948102,146,2026-05-16 20:55:00,353,0,364,353.0,364.0,CORRECT
2948123,146,2026-05-16 21:00:00,353,0,364,353.0,364.0,CORRECT
2948256,146,2026-05-16 21:05:00,353,0,364,353.0,364.0,CORRECT
2948269,146,2026-05-16 21:10:00,354,0,365,353.0,364.0,CORRECT
2948279,146,2026-05-16 21:15:00,354,0,365,354.0,365.0,CORRECT
2948292,146,2026-05-16 21:20:00,355,0,366,354.0,365.0,CORRECT
2948302,146,2026-05-16 21:25:00,355,0,366,355.0,366.0,CORRECT
2948315,146,2026-05-16 21:30:00,356,0,367,355.0,366.0,CORRECT
2948327,146,2026-05-16 21:35:00,356,0,367,356.0,367.0,CORRECT
2948341,146,2026-05-16 21:40:00,357,0,368,356.0,367.0,CORRECT
2948351,146,2026-05-16 21:45:00,358,0,369,357.0,368.0,CORRECT
2948364,146,2026-05-16 21:50:00,358,0,369,358.0,369.0,CORRECT
2948374,146,2026-05-16 21:55:00,359,0,370,358.0,369.0,CORRECT
2948399,146,2026-05-16 22:00:00,359,0,370,359.0,370.0,CORRECT
2948528,146,2026-05-16 22:05:00,360,0,371,359.0,370.0,CORRECT
2948541,146,2026-05-16 22:10:00,360,0,371,360.0,371.0,CORRECT
2948551,146,2026-05-16 22:15:00,361,0,372,360.0,371.0,CORRECT
2948564,146,2026-05-16 22:20:00,362,0,373,361.0,372.0,CORRECT
2943604,8,2026-05-16 04:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2943843,8,2026-05-16 05:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2944108,8,2026-05-16 06:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2944379,8,2026-05-16 07:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2944645,8,2026-05-16 08:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2944918,8,2026-05-16 09:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2945190,8,2026-05-16 10:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2945457,8,2026-05-16 11:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2945727,8,2026-05-16 12:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2945993,8,2026-05-16 13:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2946251,8,2026-05-16 14:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2946537,8,2026-05-16 15:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2946802,8,2026-05-16 16:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2947069,8,2026-05-16 17:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2947326,8,2026-05-16 18:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2947599,8,2026-05-16 19:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2947870,8,2026-05-16 20:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2948145,8,2026-05-16 21:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2948422,8,2026-05-16 22:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2948896,8,2026-05-17 00:00:00,28838,0,2173,28838.0,2173.0,CORRECT
2949164,8,2026-05-17 01:00:00,29349,0,2224,28838.0,2173.0,CORRECT
2949434,8,2026-05-17 02:00:00,29964,0,2286,29349.0,2224.1,CORRECT
2949706,8,2026-05-17 03:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2949981,8,2026-05-17 04:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2950268,8,2026-05-17 05:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2950679,8,2026-05-17 06:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2950918,8,2026-05-17 07:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2951157,8,2026-05-17 08:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2951395,8,2026-05-17 09:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2951634,8,2026-05-17 10:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2951861,8,2026-05-17 11:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2952089,8,2026-05-17 12:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2952323,8,2026-05-17 13:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2952567,8,2026-05-17 14:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2952830,8,2026-05-17 15:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2953069,8,2026-05-17 16:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2953306,8,2026-05-17 17:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2953545,8,2026-05-17 18:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2953783,8,2026-05-17 19:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2954022,8,2026-05-17 20:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2954261,8,2026-05-17 21:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2954455,8,2026-05-17 22:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2954730,8,2026-05-17 23:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2955005,8,2026-05-18 00:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2955237,8,2026-05-18 01:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2955494,8,2026-05-18 02:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2955734,8,2026-05-18 03:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2955972,8,2026-05-18 04:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2956211,8,2026-05-18 05:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2956450,8,2026-05-18 06:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2956689,8,2026-05-18 07:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2956928,8,2026-05-18 08:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2957167,8,2026-05-18 09:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2957406,8,2026-05-18 10:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2957646,8,2026-05-18 11:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2957884,8,2026-05-18 12:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2958123,8,2026-05-18 13:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2958362,8,2026-05-18 14:00:00,29964,0,2286,29964.0,2285.6,CORRECT
2958604,8,2026-05-18 15:00:00,30527,0,2342,29964.0,2285.6,CORRECT
2943361,88,2026-05-16 03:00:00,440389,0,44039,438628.0,43863.0,CORRECT
2943622,88,2026-05-16 04:00:00,440560,0,44056,440389.0,44039.1,CORRECT
2943861,88,2026-05-16 05:00:00,440794,0,44080,440560.0,44056.2,CORRECT
2944128,88,2026-05-16 06:00:00,440995,0,44100,440794.0,44079.6,CORRECT
2944400,88,2026-05-16 07:00:00,441103,0,44111,440995.0,44099.7,CORRECT
2944662,88,2026-05-16 08:00:00,441308,0,44131,441103.0,44110.5,CORRECT
2944938,88,2026-05-16 09:00:00,441324,0,44133,441308.0,44131.0,CORRECT
2945215,88,2026-05-16 10:00:00,441470,0,44147,441324.0,44132.6,CORRECT
2945476,88,2026-05-16 11:00:00,441635,0,44164,441470.0,44147.2,CORRECT
2945745,88,2026-05-16 12:00:00,441720,0,44172,441635.0,44163.7,CORRECT
2946009,88,2026-05-16 13:00:00,441982,0,44198,441720.0,44172.2,CORRECT
2946267,88,2026-05-16 14:00:00,442215,0,44222,441982.0,44198.399999999994,CORRECT
2946559,88,2026-05-16 15:00:00,442436,0,44244,442215.0,44221.7,CORRECT
2946821,88,2026-05-16 16:00:00,442647,0,44265,442436.0,44243.799999999996,CORRECT
2947090,88,2026-05-16 17:00:00,443094,0,44310,442647.0,44264.899999999994,CORRECT
2947338,88,2026-05-16 18:00:00,443399,0,44340,443094.0,44309.59999999999,CORRECT
2947610,88,2026-05-16 19:00:00,443573,0,44357,443399.0,44340.09999999999,CORRECT
2947884,88,2026-05-16 20:00:00,443774,0,44378,443573.0,44357.49999999999,CORRECT
2948172,88,2026-05-16 21:00:00,443944,0,44395,443774.0,44377.59999999999,CORRECT
2948448,88,2026-05-16 22:00:00,444135,0,44414,443944.0,44394.59999999999,CORRECT
2943658,160,2026-05-16 04:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2943903,160,2026-05-16 05:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2944165,160,2026-05-16 06:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2944428,160,2026-05-16 07:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2944690,160,2026-05-16 08:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2944963,160,2026-05-16 09:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2945247,160,2026-05-16 10:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2945512,160,2026-05-16 11:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2945782,160,2026-05-16 12:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2946048,160,2026-05-16 13:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2946286,160,2026-05-16 14:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2946587,160,2026-05-16 15:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2946859,160,2026-05-16 16:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2947111,160,2026-05-16 17:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2947350,160,2026-05-16 18:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2947618,160,2026-05-16 19:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2947912,160,2026-05-16 20:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2948203,160,2026-05-16 21:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2948482,160,2026-05-16 22:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2948910,160,2026-05-17 00:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2949179,160,2026-05-17 01:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2949446,160,2026-05-17 02:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2949729,160,2026-05-17 03:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2950008,160,2026-05-17 04:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2950303,160,2026-05-17 05:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2950692,160,2026-05-17 06:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2950931,160,2026-05-17 07:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2951170,160,2026-05-17 08:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2951409,160,2026-05-17 09:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2951648,160,2026-05-17 10:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2951876,160,2026-05-17 11:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2952103,160,2026-05-17 12:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2952336,160,2026-05-17 13:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2952582,160,2026-05-17 14:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2952843,160,2026-05-17 15:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2953082,160,2026-05-17 16:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2953320,160,2026-05-17 17:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2953559,160,2026-05-17 18:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2953797,160,2026-05-17 19:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2954036,160,2026-05-17 20:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2954275,160,2026-05-17 21:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2954468,160,2026-05-17 22:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2954745,160,2026-05-17 23:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2955018,160,2026-05-18 00:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2955249,160,2026-05-18 01:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2955508,160,2026-05-18 02:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2955747,160,2026-05-18 03:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2955986,160,2026-05-18 04:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2956225,160,2026-05-18 05:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2956464,160,2026-05-18 06:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2956703,160,2026-05-18 07:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2956942,160,2026-05-18 08:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2957181,160,2026-05-18 09:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2957420,160,2026-05-18 10:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2957659,160,2026-05-18 11:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2957898,160,2026-05-18 12:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2958137,160,2026-05-18 13:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2958376,160,2026-05-18 14:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2958634,160,2026-05-18 15:00:00,217422,0,35645,217422.0,35645.0,CORRECT
2943425,190,2026-05-16 03:00:00,531788,0,53179,531788.0,53179.0,CORRECT
2943428,191,2026-05-16 03:00:00,409040,0,40904,409040.0,40904.0,CORRECT
2943420,175,2026-05-16 03:00:00,170398,0,170398,170398.0,170398.0,CORRECT
2943385,176,2026-05-16 03:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2943642,176,2026-05-16 04:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2943888,176,2026-05-16 05:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2944133,176,2026-05-16 06:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2944414,176,2026-05-16 07:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2944673,176,2026-05-16 08:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2944946,176,2026-05-16 09:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2945236,176,2026-05-16 10:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2945501,176,2026-05-16 11:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2945772,176,2026-05-16 12:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2946036,176,2026-05-16 13:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2946273,176,2026-05-16 14:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2946578,176,2026-05-16 15:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2946841,176,2026-05-16 16:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2947107,176,2026-05-16 17:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2947343,176,2026-05-16 18:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2947614,176,2026-05-16 19:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2947904,176,2026-05-16 20:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2948197,176,2026-05-16 21:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2948469,176,2026-05-16 22:00:00,1488,0,1488,1488.0,1488.0,CORRECT
2943394,177,2026-05-16 03:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2943652,177,2026-05-16 04:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2943897,177,2026-05-16 05:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2944142,177,2026-05-16 06:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2944418,177,2026-05-16 07:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2944676,177,2026-05-16 08:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2944951,177,2026-05-16 09:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2945239,177,2026-05-16 10:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2945505,177,2026-05-16 11:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2945775,177,2026-05-16 12:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2946043,177,2026-05-16 13:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2946277,177,2026-05-16 14:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2946580,177,2026-05-16 15:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2946850,177,2026-05-16 16:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2947108,177,2026-05-16 17:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2947346,177,2026-05-16 18:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2947615,177,2026-05-16 19:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2947909,177,2026-05-16 20:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2948200,177,2026-05-16 21:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2948475,177,2026-05-16 22:00:00,985303,0,985303,985303.0,985303.0,CORRECT
2943352,57,2026-05-16 03:00:00,163781,0,163781,163759.0,163759.0,CORRECT
2943612,57,2026-05-16 04:00:00,163781,0,163781,163781.0,163781.0,CORRECT
2943852,57,2026-05-16 05:00:00,163791,0,163791,163781.0,163781.0,CORRECT
2944113,57,2026-05-16 06:00:00,163802,0,163802,163791.0,163791.0,CORRECT
2944390,57,2026-05-16 07:00:00,163812,0,163812,163802.0,163802.0,CORRECT
2944650,57,2026-05-16 08:00:00,163812,0,163812,163812.0,163812.0,CORRECT
2944923,57,2026-05-16 09:00:00,163821,0,163821,163812.0,163812.0,CORRECT
2945196,57,2026-05-16 10:00:00,163831,0,163831,163821.0,163821.0,CORRECT
2945464,57,2026-05-16 11:00:00,163849,0,163849,163831.0,163831.0,CORRECT
2945734,57,2026-05-16 12:00:00,163864,0,163864,163849.0,163849.0,CORRECT
2946002,57,2026-05-16 13:00:00,163872,0,163872,163864.0,163864.0,CORRECT
2946260,57,2026-05-16 14:00:00,163889,0,163889,163872.0,163872.0,CORRECT
2946541,57,2026-05-16 15:00:00,163914,0,163914,163889.0,163889.0,CORRECT
2947075,57,2026-05-16 17:00:00,163942,0,163942,163914.0,163914.0,CORRECT
2947330,57,2026-05-16 18:00:00,163952,0,163952,163942.0,163942.0,CORRECT
2947878,57,2026-05-16 20:00:00,163969,0,163969,163952.0,163952.0,CORRECT
2948153,57,2026-05-16 21:00:00,163969,0,163969,163969.0,163969.0,CORRECT
2948430,57,2026-05-16 22:00:00,163969,0,163969,163969.0,163969.0,CORRECT
2943431,2,2026-05-16 03:00:00,466890,0,466890,465997.0,465997.0,CORRECT
2943258,64,2026-05-16 02:35:00,104564,0,10456,103983.0,10398.0,CORRECT
2943368,151,2026-05-16 03:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2943627,151,2026-05-16 04:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2943869,151,2026-05-16 05:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2944129,151,2026-05-16 06:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2944401,151,2026-05-16 07:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2944666,151,2026-05-16 08:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2944941,151,2026-05-16 09:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2945222,151,2026-05-16 10:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2945484,151,2026-05-16 11:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2945753,151,2026-05-16 12:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2946017,151,2026-05-16 13:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2946268,151,2026-05-16 14:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2946567,151,2026-05-16 15:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2946825,151,2026-05-16 16:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2947096,151,2026-05-16 17:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2947339,151,2026-05-16 18:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2947611,151,2026-05-16 19:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2947890,151,2026-05-16 20:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2948179,151,2026-05-16 21:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2948454,151,2026-05-16 22:00:00,210822,0,210822,210822.0,210822.0,CORRECT
2943374,162,2026-05-16 03:00:00,480074,0,480074,480066.0,480066.0,CORRECT
2943633,162,2026-05-16 04:00:00,480075,0,480075,480074.0,480074.0,CORRECT
2943876,162,2026-05-16 05:00:00,480076,0,480076,480075.0,480075.0,CORRECT
2944131,162,2026-05-16 06:00:00,480077,0,480077,480076.0,480076.0,CORRECT
2944408,162,2026-05-16 07:00:00,480078,0,480078,480077.0,480077.0,CORRECT
2944671,162,2026-05-16 08:00:00,480079,0,480079,480078.0,480078.0,CORRECT
2944943,162,2026-05-16 09:00:00,480080,0,480080,480079.0,480079.0,CORRECT
2945230,162,2026-05-16 10:00:00,480081,0,480081,480080.0,480080.0,CORRECT
2945490,162,2026-05-16 11:00:00,480082,0,480082,480081.0,480081.0,CORRECT
2945759,162,2026-05-16 12:00:00,480082,0,480082,480082.0,480082.0,CORRECT
2946024,162,2026-05-16 13:00:00,480083,0,480083,480082.0,480082.0,CORRECT
2946269,162,2026-05-16 14:00:00,480084,0,480084,480083.0,480083.0,CORRECT
2946573,162,2026-05-16 15:00:00,480085,0,480085,480084.0,480084.0,CORRECT
2946831,162,2026-05-16 16:00:00,480086,0,480086,480085.0,480085.0,CORRECT
2947104,162,2026-05-16 17:00:00,480087,0,480087,480086.0,480086.0,CORRECT
2947341,162,2026-05-16 18:00:00,480088,0,480088,480087.0,480087.0,CORRECT
2947612,162,2026-05-16 19:00:00,480089,0,480089,480088.0,480088.0,CORRECT
2947896,162,2026-05-16 20:00:00,480090,0,480090,480089.0,480089.0,CORRECT
2948189,162,2026-05-16 21:00:00,480091,0,480091,480090.0,480090.0,CORRECT
2948460,162,2026-05-16 22:00:00,480092,0,480092,480091.0,480091.0,CORRECT
2943407,173,2026-05-16 03:00:00,8845,0,8845,8845.0,8845.0,CORRECT
2943437,182,2026-05-16 03:00:00,18164,0,18164,18164.0,18164.0,CORRECT
2943432,203,2026-05-16 03:00:00,9602,0,9602,9602.0,9602.0,CORRECT
2943441,204,2026-05-16 03:00:00,12975,0,12975,12975.0,12975.0,CORRECT
2943415,163,2026-05-16 03:00:00,91058,0,91058,91058.0,91058.0,CORRECT
2943409,167,2026-05-16 03:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2943666,167,2026-05-16 04:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2943908,167,2026-05-16 05:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2944175,167,2026-05-16 06:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2944446,167,2026-05-16 07:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2944703,167,2026-05-16 08:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2944974,167,2026-05-16 09:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2945253,167,2026-05-16 10:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2945521,167,2026-05-16 11:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2945789,167,2026-05-16 12:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2946055,167,2026-05-16 13:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2946294,167,2026-05-16 14:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2946596,167,2026-05-16 15:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2946867,167,2026-05-16 16:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2947114,167,2026-05-16 17:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2947356,167,2026-05-16 18:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2947626,167,2026-05-16 19:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2947917,167,2026-05-16 20:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2948207,167,2026-05-16 21:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2948492,167,2026-05-16 22:00:00,60296,0,60296,60296.0,60296.0,CORRECT
2943649,59,2026-05-16 04:00:00,227,0,105612,227.0,105612.0,CORRECT
2943892,59,2026-05-16 05:00:00,227,0,105612,227.0,105612.0,CORRECT
2944164,59,2026-05-16 06:00:00,227,0,105612,227.0,105612.0,CORRECT
2944442,59,2026-05-16 07:00:00,227,0,105612,227.0,105612.0,CORRECT
2944729,59,2026-05-16 08:00:00,227,0,105612,227.0,105612.0,CORRECT
2944987,59,2026-05-16 09:00:00,227,0,105612,227.0,105612.0,CORRECT
2945231,59,2026-05-16 10:00:00,227,0,105612,227.0,105612.0,CORRECT
2945500,59,2026-05-16 11:00:00,227,0,105612,227.0,105612.0,CORRECT
2945769,59,2026-05-16 12:00:00,227,0,105612,227.0,105612.0,CORRECT
2946038,59,2026-05-16 13:00:00,227,0,105612,227.0,105612.0,CORRECT
2946344,59,2026-05-16 14:00:00,227,0,105612,227.0,105612.0,CORRECT
2946574,59,2026-05-16 15:00:00,227,0,105612,227.0,105612.0,CORRECT
