id,catchment_point_id,date_time_medition,total,old_diff,new_diff,old_today_diff,new_today_diff,action
2889471,1,2026-05-07 20:10:00,710713,0,4534,0,0,UPDATE_DIFF
2943251,1,2026-05-16 02:33:00,716574,0,5728,0,5728,UPDATE_DIFF
2943252,1,2026-05-16 02:34:00,716575,1,1,0,5729,UPDATE_DIFF
2943254,1,2026-05-16 02:35:00,716575,0,0,0,5729,UPDATE_DIFF
2943259,1,2026-05-16 02:36:00,716576,1,1,0,5730,UPDATE_DIFF
2943260,1,2026-05-16 02:38:00,716576,0,0,0,5730,UPDATE_DIFF
2943261,1,2026-05-16 02:39:00,716576,0,0,0,5730,UPDATE_DIFF
2943264,1,2026-05-16 02:40:00,716576,0,0,0,5730,UPDATE_DIFF
2943271,1,2026-05-16 02:41:00,716576,0,0,0,5730,UPDATE_DIFF
2943272,1,2026-05-16 02:42:00,716576,0,0,0,5730,UPDATE_DIFF
2943273,1,2026-05-16 02:43:00,716576,0,0,0,5730,UPDATE_DIFF
2943274,1,2026-05-16 02:44:00,716579,3,3,0,5733,UPDATE_DIFF
2943275,1,2026-05-16 02:45:00,716580,1,1,0,5734,UPDATE_DIFF
2943281,1,2026-05-16 02:46:00,716580,0,0,0,5734,UPDATE_DIFF
2943282,1,2026-05-16 02:47:00,716580,0,0,0,5734,UPDATE_DIFF
2943283,1,2026-05-16 02:48:00,716581,1,1,0,5735,UPDATE_DIFF
2943284,1,2026-05-16 02:49:00,716581,0,0,0,5735,UPDATE_DIFF
2943289,1,2026-05-16 02:50:00,716581,0,0,0,5735,UPDATE_DIFF
2943294,1,2026-05-16 02:51:00,716582,1,1,0,5736,UPDATE_DIFF
2943295,1,2026-05-16 02:52:00,716582,0,0,0,5736,UPDATE_DIFF
2943296,1,2026-05-16 02:53:00,716583,1,1,0,5737,UPDATE_DIFF
2943297,1,2026-05-16 02:54:00,716583,0,0,0,5737,UPDATE_DIFF
2943299,1,2026-05-16 02:55:00,716584,1,1,0,5738,UPDATE_DIFF
2943304,1,2026-05-16 02:56:00,716584,0,0,0,5738,UPDATE_DIFF
2943305,1,2026-05-16 02:57:00,716585,1,1,0,5739,UPDATE_DIFF
2943306,1,2026-05-16 02:58:00,716585,0,0,0,5739,UPDATE_DIFF
2943307,1,2026-05-16 02:59:00,716585,0,0,0,5739,UPDATE_DIFF
2943314,1,2026-05-16 03:00:00,716586,1,1,0,5740,UPDATE_DIFF
2943396,1,2026-05-16 03:01:00,716586,0,0,0,5740,UPDATE_DIFF
2943430,1,2026-05-16 03:02:00,716586,0,0,0,5740,UPDATE_DIFF
2943447,1,2026-05-16 03:03:00,716587,1,1,0,5741,UPDATE_DIFF
2943451,1,2026-05-16 03:04:00,716587,0,0,0,5741,UPDATE_DIFF
2943452,1,2026-05-16 03:05:00,716587,0,0,0,5741,UPDATE_DIFF
2943458,1,2026-05-16 03:06:00,716588,1,1,0,5742,UPDATE_DIFF
2943459,1,2026-05-16 03:07:00,716588,0,0,0,5742,UPDATE_DIFF
2943460,1,2026-05-16 03:08:00,716589,1,1,0,5743,UPDATE_DIFF
2943461,1,2026-05-16 03:09:00,716589,0,0,0,5743,UPDATE_DIFF
2943465,1,2026-05-16 03:10:00,716589,0,0,0,5743,UPDATE_DIFF
2943471,1,2026-05-16 03:11:00,716590,1,1,0,5744,UPDATE_DIFF
2943472,1,2026-05-16 03:12:00,716590,0,0,0,5744,UPDATE_DIFF
2943473,1,2026-05-16 03:13:00,716591,1,1,0,5745,UPDATE_DIFF
2943474,1,2026-05-16 03:14:00,716591,0,0,0,5745,UPDATE_DIFF
2943475,1,2026-05-16 03:15:00,716592,1,1,0,5746,UPDATE_DIFF
2943481,1,2026-05-16 03:16:00,716592,0,0,0,5746,UPDATE_DIFF
2943482,1,2026-05-16 03:17:00,716592,0,0,0,5746,UPDATE_DIFF
2943483,1,2026-05-16 03:18:00,716593,1,1,0,5747,UPDATE_DIFF
2943484,1,2026-05-16 03:19:00,716593,0,0,0,5747,UPDATE_DIFF
2943488,1,2026-05-16 03:20:00,716593,0,0,0,5747,UPDATE_DIFF
2943494,1,2026-05-16 03:21:00,716594,1,1,0,5748,UPDATE_DIFF
2943495,1,2026-05-16 03:22:00,716594,0,0,0,5748,UPDATE_DIFF
2943496,1,2026-05-16 03:23:00,716595,1,1,0,5749,UPDATE_DIFF
2943497,1,2026-05-16 03:24:00,716595,0,0,0,5749,UPDATE_DIFF
2943498,1,2026-05-16 03:25:00,716595,0,0,0,5749,UPDATE_DIFF
2943504,1,2026-05-16 03:26:00,716596,1,1,0,5750,UPDATE_DIFF
2943505,1,2026-05-16 03:27:00,716596,0,0,0,5750,UPDATE_DIFF
2943506,1,2026-05-16 03:28:00,716596,0,0,0,5750,UPDATE_DIFF
2943507,1,2026-05-16 03:29:00,716597,1,1,0,5751,UPDATE_DIFF
2943512,1,2026-05-16 03:30:00,716598,1,1,0,5752,UPDATE_DIFF
2943517,1,2026-05-16 03:31:00,716598,0,0,0,5752,UPDATE_DIFF
2943518,1,2026-05-16 03:32:00,716598,0,0,0,5752,UPDATE_DIFF
2943519,1,2026-05-16 03:33:00,716599,1,1,0,5753,UPDATE_DIFF
2943520,1,2026-05-16 03:34:00,716599,0,0,0,5753,UPDATE_DIFF
2943522,1,2026-05-16 03:35:00,716599,0,0,0,5753,UPDATE_DIFF
2943527,1,2026-05-16 03:36:00,716600,1,1,0,5754,UPDATE_DIFF
2943528,1,2026-05-16 03:37:00,716600,0,0,0,5754,UPDATE_DIFF
2943529,1,2026-05-16 03:38:00,716601,1,1,0,5755,UPDATE_DIFF
2943530,1,2026-05-16 03:39:00,716601,0,0,0,5755,UPDATE_DIFF
2943534,1,2026-05-16 03:40:00,716601,0,0,0,5755,UPDATE_DIFF
2943540,1,2026-05-16 03:41:00,716602,1,1,0,5756,UPDATE_DIFF
2943541,1,2026-05-16 03:42:00,716602,0,0,0,5756,UPDATE_DIFF
2943542,1,2026-05-16 03:43:00,716602,0,0,0,5756,UPDATE_DIFF
2943543,1,2026-05-16 03:44:00,716603,1,1,0,5757,UPDATE_DIFF
2943544,1,2026-05-16 03:45:00,716603,0,0,0,5757,UPDATE_DIFF
2943550,1,2026-05-16 03:46:00,716603,0,0,0,5757,UPDATE_DIFF
2943551,1,2026-05-16 03:47:00,716604,1,1,0,5758,UPDATE_DIFF
2943552,1,2026-05-16 03:48:00,716605,1,1,0,5759,UPDATE_DIFF
2943553,1,2026-05-16 03:49:00,716605,0,0,0,5759,UPDATE_DIFF
2943557,1,2026-05-16 03:50:00,716606,1,1,0,5760,UPDATE_DIFF
2943563,1,2026-05-16 03:51:00,716606,0,0,0,5760,UPDATE_DIFF
2943564,1,2026-05-16 03:52:00,716606,0,0,0,5760,UPDATE_DIFF
2943565,1,2026-05-16 03:53:00,716607,1,1,0,5761,UPDATE_DIFF
2943566,1,2026-05-16 03:54:00,716607,0,0,0,5761,UPDATE_DIFF
2943568,1,2026-05-16 03:55:00,716607,0,0,0,5761,UPDATE_DIFF
2943573,1,2026-05-16 03:56:00,716608,1,1,0,5762,UPDATE_DIFF
2943574,1,2026-05-16 03:57:00,716608,0,0,0,5762,UPDATE_DIFF
2943575,1,2026-05-16 03:58:00,716608,0,0,0,5762,UPDATE_DIFF
2943576,1,2026-05-16 03:59:00,716609,1,1,0,5763,UPDATE_DIFF
2955333,1,2026-05-18 01:35:00,717586,977,0,0,0,UPDATE_DIFF
2955339,1,2026-05-18 01:37:00,717586,977,0,0,0,UPDATE_DIFF
2955340,1,2026-05-18 01:39:00,717586,977,0,0,0,UPDATE_DIFF
2955345,1,2026-05-18 01:41:00,717586,977,0,0,0,UPDATE_DIFF
2955350,1,2026-05-18 01:43:00,717586,977,0,0,0,UPDATE_DIFF
2955351,1,2026-05-18 01:45:00,717586,977,0,0,0,UPDATE_DIFF
2955357,1,2026-05-18 01:47:00,717586,977,0,0,0,UPDATE_DIFF
2955358,1,2026-05-18 01:49:00,717586,977,0,0,0,UPDATE_DIFF
2955362,1,2026-05-18 01:51:00,717586,977,0,0,0,UPDATE_DIFF
2955368,1,2026-05-18 01:53:00,717586,977,0,0,0,UPDATE_DIFF
2955369,1,2026-05-18 01:55:00,717586,977,0,0,0,UPDATE_DIFF
2955375,1,2026-05-18 01:57:00,717586,977,0,0,0,UPDATE_DIFF
2955376,1,2026-05-18 01:59:00,717586,977,0,0,0,UPDATE_DIFF
2955381,1,2026-05-18 02:01:00,717586,977,0,0,0,UPDATE_DIFF
2955431,1,2026-05-18 02:03:00,717586,977,0,0,0,UPDATE_DIFF
2955544,1,2026-05-18 02:07:00,717586,977,0,0,0,UPDATE_DIFF
2955545,1,2026-05-18 02:09:00,717586,977,0,0,0,UPDATE_DIFF
2955547,1,2026-05-18 02:11:00,717586,977,0,0,0,UPDATE_DIFF
2955555,1,2026-05-18 02:13:00,717586,977,0,0,0,UPDATE_DIFF
2955556,1,2026-05-18 02:15:00,717586,977,0,0,0,UPDATE_DIFF
2955562,1,2026-05-18 02:17:00,717586,977,0,0,0,UPDATE_DIFF
2955563,1,2026-05-18 02:19:00,717586,977,0,0,0,UPDATE_DIFF
2955567,1,2026-05-18 02:21:00,717586,977,0,0,0,UPDATE_DIFF
2955573,1,2026-05-18 02:23:00,717586,977,0,0,0,UPDATE_DIFF
2955574,1,2026-05-18 02:25:00,717586,977,0,0,0,UPDATE_DIFF
2955580,1,2026-05-18 02:27:00,717586,977,0,0,0,UPDATE_DIFF
2955581,1,2026-05-18 02:29:00,717586,977,0,0,0,UPDATE_DIFF
2955586,1,2026-05-18 02:31:00,717586,977,0,0,0,UPDATE_DIFF
2955591,1,2026-05-18 02:33:00,717586,977,0,0,0,UPDATE_DIFF
2955592,1,2026-05-18 02:35:00,717586,977,0,0,0,UPDATE_DIFF
2955598,1,2026-05-18 02:37:00,717586,977,0,0,0,UPDATE_DIFF
2955599,1,2026-05-18 02:39:00,717586,977,0,0,0,UPDATE_DIFF
2955605,1,2026-05-18 02:41:00,717586,977,0,0,0,UPDATE_DIFF
2955609,1,2026-05-18 02:43:00,717586,977,0,0,0,UPDATE_DIFF
2955610,1,2026-05-18 02:45:00,717586,977,0,0,0,UPDATE_DIFF
2955616,1,2026-05-18 02:47:00,717586,977,0,0,0,UPDATE_DIFF
2955617,1,2026-05-18 02:49:00,717586,977,0,0,0,UPDATE_DIFF
2955621,1,2026-05-18 02:51:00,717586,977,0,0,0,UPDATE_DIFF
2955627,1,2026-05-18 02:53:00,717586,977,0,0,0,UPDATE_DIFF
2955628,1,2026-05-18 02:55:00,717586,977,0,0,0,UPDATE_DIFF
2955634,1,2026-05-18 02:57:00,717586,977,0,0,0,UPDATE_DIFF
2955635,1,2026-05-18 02:59:00,717586,977,0,0,0,UPDATE_DIFF
2955640,1,2026-05-18 03:01:00,717586,977,0,0,0,UPDATE_DIFF
2955689,1,2026-05-18 03:03:00,717586,977,0,0,0,UPDATE_DIFF
2955721,1,2026-05-18 03:05:00,717586,977,0,0,0,UPDATE_DIFF
2955783,1,2026-05-18 03:07:00,717586,977,0,0,0,UPDATE_DIFF
2955784,1,2026-05-18 03:09:00,717586,977,0,0,0,UPDATE_DIFF
2955789,1,2026-05-18 03:11:00,717586,977,0,0,0,UPDATE_DIFF
2955794,1,2026-05-18 03:13:00,717586,977,0,0,0,UPDATE_DIFF
2955795,1,2026-05-18 03:15:00,717586,977,0,0,0,UPDATE_DIFF
2955801,1,2026-05-18 03:17:00,717586,977,0,0,0,UPDATE_DIFF
2955802,1,2026-05-18 03:19:00,717586,977,0,0,0,UPDATE_DIFF
2955807,1,2026-05-18 03:21:00,717586,977,0,0,0,UPDATE_DIFF
2955812,1,2026-05-18 03:23:00,717586,977,0,0,0,UPDATE_DIFF
2955813,1,2026-05-18 03:25:00,717586,977,0,0,0,UPDATE_DIFF
2955819,1,2026-05-18 03:27:00,717586,977,0,0,0,UPDATE_DIFF
2955820,1,2026-05-18 03:29:00,717586,977,0,0,0,UPDATE_DIFF
2955825,1,2026-05-18 03:31:00,717586,977,0,0,0,UPDATE_DIFF
2955830,1,2026-05-18 03:33:00,717586,977,0,0,0,UPDATE_DIFF
2955831,1,2026-05-18 03:35:00,717586,977,0,0,0,UPDATE_DIFF
2955837,1,2026-05-18 03:37:00,717586,977,0,0,0,UPDATE_DIFF
2955838,1,2026-05-18 03:39:00,717586,977,0,0,0,UPDATE_DIFF
2955843,1,2026-05-18 03:41:00,717586,977,0,0,0,UPDATE_DIFF
2955848,1,2026-05-18 03:43:00,717586,977,0,0,0,UPDATE_DIFF
2955849,1,2026-05-18 03:45:00,717586,977,0,0,0,UPDATE_DIFF
2955855,1,2026-05-18 03:47:00,717586,977,0,0,0,UPDATE_DIFF
2955856,1,2026-05-18 03:49:00,717586,977,0,0,0,UPDATE_DIFF
2955861,1,2026-05-18 03:51:00,717586,977,0,0,0,UPDATE_DIFF
2955866,1,2026-05-18 03:53:00,717586,977,0,0,0,UPDATE_DIFF
2955867,1,2026-05-18 03:55:00,717586,977,0,0,0,UPDATE_DIFF
2955873,1,2026-05-18 03:57:00,717586,977,0,0,0,UPDATE_DIFF
2955874,1,2026-05-18 03:59:00,717586,977,0,0,0,UPDATE_DIFF
2955879,1,2026-05-18 04:01:00,717586,977,0,0,0,UPDATE_DIFF
2955928,1,2026-05-18 04:03:00,717586,977,0,0,0,UPDATE_DIFF
2955958,1,2026-05-18 04:05:00,717586,977,0,0,0,UPDATE_DIFF
2956022,1,2026-05-18 04:07:00,717586,977,0,0,0,UPDATE_DIFF
2956023,1,2026-05-18 04:09:00,717586,977,0,0,0,UPDATE_DIFF
2956028,1,2026-05-18 04:11:00,717586,977,0,0,0,UPDATE_DIFF
2956033,1,2026-05-18 04:13:00,717586,977,0,0,0,UPDATE_DIFF
2956034,1,2026-05-18 04:15:00,717586,977,0,0,0,UPDATE_DIFF
2956040,1,2026-05-18 04:17:00,717586,977,0,0,0,UPDATE_DIFF
2956041,1,2026-05-18 04:19:00,717586,977,0,0,0,UPDATE_DIFF
2956046,1,2026-05-18 04:21:00,717586,977,0,0,0,UPDATE_DIFF
2956051,1,2026-05-18 04:23:00,717586,977,0,0,0,UPDATE_DIFF
2956052,1,2026-05-18 04:25:00,717586,977,0,0,0,UPDATE_DIFF
2956058,1,2026-05-18 04:27:00,717586,977,0,0,0,UPDATE_DIFF
2956059,1,2026-05-18 04:29:00,717586,977,0,0,0,UPDATE_DIFF
2956064,1,2026-05-18 04:31:00,717586,977,0,0,0,UPDATE_DIFF
2956069,1,2026-05-18 04:33:00,717586,977,0,0,0,UPDATE_DIFF
2956070,1,2026-05-18 04:35:00,717586,977,0,0,0,UPDATE_DIFF
2956076,1,2026-05-18 04:37:00,717586,977,0,0,0,UPDATE_DIFF
2956077,1,2026-05-18 04:39:00,717586,977,0,0,0,UPDATE_DIFF
2956082,1,2026-05-18 04:41:00,717586,977,0,0,0,UPDATE_DIFF
2956087,1,2026-05-18 04:43:00,717586,977,0,0,0,UPDATE_DIFF
2956088,1,2026-05-18 04:45:00,717586,977,0,0,0,UPDATE_DIFF
2956094,1,2026-05-18 04:47:00,717586,977,0,0,0,UPDATE_DIFF
2956095,1,2026-05-18 04:49:00,717586,977,0,0,0,UPDATE_DIFF
2956100,1,2026-05-18 04:51:00,717586,977,0,0,0,UPDATE_DIFF
2956105,1,2026-05-18 04:53:00,717586,977,0,0,0,UPDATE_DIFF
2956106,1,2026-05-18 04:55:00,717586,977,0,0,0,UPDATE_DIFF
2956112,1,2026-05-18 04:57:00,717586,977,0,0,0,UPDATE_DIFF
2956113,1,2026-05-18 04:59:00,717586,977,0,0,0,UPDATE_DIFF
2956118,1,2026-05-18 05:01:00,717586,977,0,0,0,UPDATE_DIFF
2956138,1,2026-05-18 05:03:00,717586,977,0,0,0,UPDATE_DIFF
2956192,1,2026-05-18 05:05:00,717586,977,0,0,0,UPDATE_DIFF
2956261,1,2026-05-18 05:07:00,717586,977,0,0,0,UPDATE_DIFF
2956262,1,2026-05-18 05:09:00,717586,977,0,0,0,UPDATE_DIFF
2956267,1,2026-05-18 05:11:00,717586,977,0,0,0,UPDATE_DIFF
2956272,1,2026-05-18 05:13:00,717586,977,0,0,0,UPDATE_DIFF
2956273,1,2026-05-18 05:15:00,717586,977,0,0,0,UPDATE_DIFF
2956279,1,2026-05-18 05:17:00,717586,977,0,0,0,UPDATE_DIFF
2956280,1,2026-05-18 05:19:00,717586,977,0,0,0,UPDATE_DIFF
2956284,1,2026-05-18 05:21:00,717586,977,0,0,0,UPDATE_DIFF
2956290,1,2026-05-18 05:23:00,717586,977,0,0,0,UPDATE_DIFF
2956291,1,2026-05-18 05:25:00,717586,977,0,0,0,UPDATE_DIFF
2956297,1,2026-05-18 05:27:00,717586,977,0,0,0,UPDATE_DIFF
2956298,1,2026-05-18 05:29:00,717586,977,0,0,0,UPDATE_DIFF
2956303,1,2026-05-18 05:31:00,717586,977,0,0,0,UPDATE_DIFF
2956308,1,2026-05-18 05:33:00,717586,977,0,0,0,UPDATE_DIFF
2956309,1,2026-05-18 05:35:00,717586,977,0,0,0,UPDATE_DIFF
2956315,1,2026-05-18 05:37:00,717586,977,0,0,0,UPDATE_DIFF
2956316,1,2026-05-18 05:39:00,717586,977,0,0,0,UPDATE_DIFF
2956321,1,2026-05-18 05:41:00,717586,977,0,0,0,UPDATE_DIFF
2956326,1,2026-05-18 05:43:00,717586,977,0,0,0,UPDATE_DIFF
2956327,1,2026-05-18 05:45:00,717586,977,0,0,0,UPDATE_DIFF
2956333,1,2026-05-18 05:47:00,717586,977,0,0,0,UPDATE_DIFF
2956334,1,2026-05-18 05:49:00,717586,977,0,0,0,UPDATE_DIFF
2956339,1,2026-05-18 05:51:00,717586,977,0,0,0,UPDATE_DIFF
2956344,1,2026-05-18 05:53:00,717586,977,0,0,0,UPDATE_DIFF
2956345,1,2026-05-18 05:55:00,717586,977,0,0,0,UPDATE_DIFF
2956351,1,2026-05-18 05:57:00,717586,977,0,0,0,UPDATE_DIFF
2956352,1,2026-05-18 05:59:00,717586,977,0,0,0,UPDATE_DIFF
2956357,1,2026-05-18 06:01:00,717586,977,0,0,0,UPDATE_DIFF
2956406,1,2026-05-18 06:03:00,717586,977,0,0,0,UPDATE_DIFF
2956434,1,2026-05-18 06:05:00,717586,977,0,0,0,UPDATE_DIFF
2956500,1,2026-05-18 06:07:00,717586,977,0,0,0,UPDATE_DIFF
2956501,1,2026-05-18 06:09:00,717586,977,0,0,0,UPDATE_DIFF
2956506,1,2026-05-18 06:11:00,717586,977,0,0,0,UPDATE_DIFF
2956511,1,2026-05-18 06:13:00,717586,977,0,0,0,UPDATE_DIFF
2956512,1,2026-05-18 06:15:00,717586,977,0,0,0,UPDATE_DIFF
2956518,1,2026-05-18 06:17:00,717586,977,0,0,0,UPDATE_DIFF
2956519,1,2026-05-18 06:19:00,717586,977,0,0,0,UPDATE_DIFF
2956524,1,2026-05-18 06:21:00,717586,977,0,0,0,UPDATE_DIFF
2956529,1,2026-05-18 06:23:00,717586,977,0,0,0,UPDATE_DIFF
2956530,1,2026-05-18 06:25:00,717586,977,0,0,0,UPDATE_DIFF
2956536,1,2026-05-18 06:27:00,717586,977,0,0,0,UPDATE_DIFF
2956537,1,2026-05-18 06:29:00,717586,977,0,0,0,UPDATE_DIFF
2956542,1,2026-05-18 06:31:00,717586,977,0,0,0,UPDATE_DIFF
2956547,1,2026-05-18 06:33:00,717586,977,0,0,0,UPDATE_DIFF
2956548,1,2026-05-18 06:35:00,717586,977,0,0,0,UPDATE_DIFF
2956554,1,2026-05-18 06:37:00,717586,977,0,0,0,UPDATE_DIFF
2956555,1,2026-05-18 06:39:00,717586,977,0,0,0,UPDATE_DIFF
2956560,1,2026-05-18 06:41:00,717586,977,0,0,0,UPDATE_DIFF
2956565,1,2026-05-18 06:43:00,717586,977,0,0,0,UPDATE_DIFF
2956566,1,2026-05-18 06:45:00,717586,977,0,0,0,UPDATE_DIFF
2956572,1,2026-05-18 06:47:00,717586,977,0,0,0,UPDATE_DIFF
2956573,1,2026-05-18 06:49:00,717586,977,0,0,0,UPDATE_DIFF
2956578,1,2026-05-18 06:51:00,717586,977,0,0,0,UPDATE_DIFF
2956583,1,2026-05-18 06:53:00,717586,977,0,0,0,UPDATE_DIFF
2956584,1,2026-05-18 06:55:00,717586,977,0,0,0,UPDATE_DIFF
2956590,1,2026-05-18 06:57:00,717586,977,0,0,0,UPDATE_DIFF
2956591,1,2026-05-18 06:59:00,717586,977,0,0,0,UPDATE_DIFF
2956595,1,2026-05-18 07:01:00,717586,977,0,0,0,UPDATE_DIFF
2956645,1,2026-05-18 07:03:00,717586,977,0,0,0,UPDATE_DIFF
2956675,1,2026-05-18 07:05:00,717586,977,0,0,0,UPDATE_DIFF
2956739,1,2026-05-18 07:07:00,717586,977,0,0,0,UPDATE_DIFF
2956740,1,2026-05-18 07:09:00,717586,977,0,0,0,UPDATE_DIFF
2956745,1,2026-05-18 07:11:00,717586,977,0,0,0,UPDATE_DIFF
2956750,1,2026-05-18 07:13:00,717586,977,0,0,0,UPDATE_DIFF
2956751,1,2026-05-18 07:15:00,717586,977,0,0,0,UPDATE_DIFF
2956757,1,2026-05-18 07:17:00,717586,977,0,0,0,UPDATE_DIFF
2956758,1,2026-05-18 07:19:00,717586,977,0,0,0,UPDATE_DIFF
2956763,1,2026-05-18 07:21:00,717586,977,0,0,0,UPDATE_DIFF
2956768,1,2026-05-18 07:23:00,717586,977,0,0,0,UPDATE_DIFF
2956769,1,2026-05-18 07:25:00,717586,977,0,0,0,UPDATE_DIFF
2956775,1,2026-05-18 07:27:00,717586,977,0,0,0,UPDATE_DIFF
2956776,1,2026-05-18 07:29:00,717586,977,0,0,0,UPDATE_DIFF
2956781,1,2026-05-18 07:31:00,717586,977,0,0,0,UPDATE_DIFF
2956786,1,2026-05-18 07:33:00,717586,977,0,0,0,UPDATE_DIFF
2956787,1,2026-05-18 07:35:00,717586,977,0,0,0,UPDATE_DIFF
2956793,1,2026-05-18 07:37:00,717586,977,0,0,0,UPDATE_DIFF
2956794,1,2026-05-18 07:39:00,717586,977,0,0,0,UPDATE_DIFF
2956799,1,2026-05-18 07:41:00,717586,977,0,0,0,UPDATE_DIFF
2956804,1,2026-05-18 07:43:00,717586,977,0,0,0,UPDATE_DIFF
2956805,1,2026-05-18 07:45:00,717586,977,0,0,0,UPDATE_DIFF
2956811,1,2026-05-18 07:47:00,717586,977,0,0,0,UPDATE_DIFF
2956812,1,2026-05-18 07:49:00,717586,977,0,0,0,UPDATE_DIFF
2956817,1,2026-05-18 07:51:00,717586,977,0,0,0,UPDATE_DIFF
2956822,1,2026-05-18 07:53:00,717586,977,0,0,0,UPDATE_DIFF
2956823,1,2026-05-18 07:55:00,717586,977,0,0,0,UPDATE_DIFF
2956829,1,2026-05-18 07:57:00,717586,977,0,0,0,UPDATE_DIFF
2956830,1,2026-05-18 07:59:00,717586,977,0,0,0,UPDATE_DIFF
2956835,1,2026-05-18 08:01:00,717586,977,0,0,0,UPDATE_DIFF
2956884,1,2026-05-18 08:03:00,717586,977,0,0,0,UPDATE_DIFF
2956911,1,2026-05-18 08:05:00,717586,977,0,0,0,UPDATE_DIFF
2956978,1,2026-05-18 08:07:00,717586,977,0,0,0,UPDATE_DIFF
2956979,1,2026-05-18 08:09:00,717586,977,0,0,0,UPDATE_DIFF
2956984,1,2026-05-18 08:11:00,717586,977,0,0,0,UPDATE_DIFF
2956989,1,2026-05-18 08:13:00,717586,977,0,0,0,UPDATE_DIFF
2956990,1,2026-05-18 08:15:00,717586,977,0,0,0,UPDATE_DIFF
2956996,1,2026-05-18 08:17:00,717586,977,0,0,0,UPDATE_DIFF
2956997,1,2026-05-18 08:19:00,717586,977,0,0,0,UPDATE_DIFF
2957001,1,2026-05-18 08:21:00,717586,977,0,0,0,UPDATE_DIFF
2957007,1,2026-05-18 08:23:00,717586,977,0,0,0,UPDATE_DIFF
2957008,1,2026-05-18 08:25:00,717586,977,0,0,0,UPDATE_DIFF
2957014,1,2026-05-18 08:27:00,717586,977,0,0,0,UPDATE_DIFF
2957015,1,2026-05-18 08:29:00,717586,977,0,0,0,UPDATE_DIFF
2957020,1,2026-05-18 08:31:00,717586,977,0,0,0,UPDATE_DIFF
2957025,1,2026-05-18 08:33:00,717586,977,0,0,0,UPDATE_DIFF
2957026,1,2026-05-18 08:35:00,717586,977,0,0,0,UPDATE_DIFF
2957032,1,2026-05-18 08:37:00,717586,977,0,0,0,UPDATE_DIFF
2957033,1,2026-05-18 08:39:00,717586,977,0,0,0,UPDATE_DIFF
2957038,1,2026-05-18 08:41:00,717586,977,0,0,0,UPDATE_DIFF
2957043,1,2026-05-18 08:43:00,717586,977,0,0,0,UPDATE_DIFF
2957044,1,2026-05-18 08:45:00,717586,977,0,0,0,UPDATE_DIFF
2957050,1,2026-05-18 08:47:00,717586,977,0,0,0,UPDATE_DIFF
2957051,1,2026-05-18 08:49:00,717586,977,0,0,0,UPDATE_DIFF
2957056,1,2026-05-18 08:51:00,717586,977,0,0,0,UPDATE_DIFF
2957061,1,2026-05-18 08:53:00,717586,977,0,0,0,UPDATE_DIFF
2957062,1,2026-05-18 08:55:00,717586,977,0,0,0,UPDATE_DIFF
2957068,1,2026-05-18 08:57:00,717586,977,0,0,0,UPDATE_DIFF
2957069,1,2026-05-18 08:59:00,717586,977,0,0,0,UPDATE_DIFF
2957073,1,2026-05-18 09:01:00,717586,977,0,0,0,UPDATE_DIFF
2957123,1,2026-05-18 09:03:00,717586,977,0,0,0,UPDATE_DIFF
2957154,1,2026-05-18 09:05:00,717586,977,0,0,0,UPDATE_DIFF
2957217,1,2026-05-18 09:07:00,717586,977,0,0,0,UPDATE_DIFF
2957218,1,2026-05-18 09:09:00,717586,977,0,0,0,UPDATE_DIFF
2957223,1,2026-05-18 09:11:00,717586,977,0,0,0,UPDATE_DIFF
2957228,1,2026-05-18 09:13:00,717586,977,0,0,0,UPDATE_DIFF
2957229,1,2026-05-18 09:15:00,717586,977,0,0,0,UPDATE_DIFF
2957235,1,2026-05-18 09:17:00,717586,977,0,0,0,UPDATE_DIFF
2957236,1,2026-05-18 09:19:00,717586,977,0,0,0,UPDATE_DIFF
2957240,1,2026-05-18 09:21:00,717586,977,0,0,0,UPDATE_DIFF
2957246,1,2026-05-18 09:23:00,717586,977,0,0,0,UPDATE_DIFF
2957247,1,2026-05-18 09:25:00,717586,977,0,0,0,UPDATE_DIFF
2957253,1,2026-05-18 09:27:00,717586,977,0,0,0,UPDATE_DIFF
2957254,1,2026-05-18 09:29:00,717586,977,0,0,0,UPDATE_DIFF
2957259,1,2026-05-18 09:31:00,717586,977,0,0,0,UPDATE_DIFF
2957264,1,2026-05-18 09:33:00,717586,977,0,0,0,UPDATE_DIFF
2957265,1,2026-05-18 09:35:00,717586,977,0,0,0,UPDATE_DIFF
2957271,1,2026-05-18 09:37:00,717586,977,0,0,0,UPDATE_DIFF
2957272,1,2026-05-18 09:39:00,717586,977,0,0,0,UPDATE_DIFF
2957277,1,2026-05-18 09:41:00,717586,977,0,0,0,UPDATE_DIFF
2957282,1,2026-05-18 09:43:00,717586,977,0,0,0,UPDATE_DIFF
2957283,1,2026-05-18 09:45:00,717586,977,0,0,0,UPDATE_DIFF
2957289,1,2026-05-18 09:47:00,717586,977,0,0,0,UPDATE_DIFF
2957290,1,2026-05-18 09:49:00,717586,977,0,0,0,UPDATE_DIFF
2957294,1,2026-05-18 09:51:00,717586,977,0,0,0,UPDATE_DIFF
2957300,1,2026-05-18 09:53:00,717586,977,0,0,0,UPDATE_DIFF
2957301,1,2026-05-18 09:55:00,717586,977,0,0,0,UPDATE_DIFF
2957307,1,2026-05-18 09:57:00,717586,977,0,0,0,UPDATE_DIFF
