id,catchment_point_id,date_time_medition,total,old_diff,new_diff,old_today_diff,new_today_diff,action
2868213,61,2026-05-03 18:15:00,16770,0,0,111,155,UPDATE_DIFF
2868221,61,2026-05-03 18:20:00,16770,0,0,111,155,UPDATE_DIFF
2868226,61,2026-05-03 18:25:00,16770,0,0,111,155,UPDATE_DIFF
2868234,61,2026-05-03 18:30:00,16770,0,0,111,155,UPDATE_DIFF
2868239,61,2026-05-03 18:35:00,16775,5,5,116,160,UPDATE_DIFF
2868247,61,2026-05-03 18:40:00,16778,3,3,119,163,UPDATE_DIFF
2868252,61,2026-05-03 18:45:00,16778,0,0,119,163,UPDATE_DIFF
2868260,61,2026-05-03 18:50:00,16778,0,0,119,163,UPDATE_DIFF
2868265,61,2026-05-03 18:55:00,16778,0,0,119,163,UPDATE_DIFF
2868288,61,2026-05-03 19:00:00,16778,0,0,119,163,UPDATE_DIFF
2868417,61,2026-05-03 19:05:00,16778,0,0,119,163,UPDATE_DIFF
2868425,61,2026-05-03 19:10:00,16784,6,6,125,169,UPDATE_DIFF
2868430,61,2026-05-03 19:15:00,16786,2,2,127,171,UPDATE_DIFF
2868438,61,2026-05-03 19:20:00,16786,0,0,127,171,UPDATE_DIFF
2868443,61,2026-05-03 19:25:00,16786,0,0,127,171,UPDATE_DIFF
2868451,61,2026-05-03 19:30:00,16786,0,0,127,171,UPDATE_DIFF
2868456,61,2026-05-03 19:35:00,16786,0,0,127,171,UPDATE_DIFF
2868464,61,2026-05-03 19:40:00,16786,0,0,127,171,UPDATE_DIFF
2868469,61,2026-05-03 19:45:00,16794,8,8,135,179,UPDATE_DIFF
2868477,61,2026-05-03 19:50:00,16794,0,0,135,179,UPDATE_DIFF
2868482,61,2026-05-03 19:55:00,16794,0,0,135,179,UPDATE_DIFF
2868507,61,2026-05-03 20:00:00,16794,0,0,135,179,UPDATE_DIFF
2868634,61,2026-05-03 20:05:00,16794,0,0,135,179,UPDATE_DIFF
2868642,61,2026-05-03 20:10:00,16794,0,0,135,179,UPDATE_DIFF
2868647,61,2026-05-03 20:15:00,16794,0,0,135,179,UPDATE_DIFF
2868655,61,2026-05-03 20:20:00,16794,0,0,135,179,UPDATE_DIFF
2868660,61,2026-05-03 20:25:00,16801,7,7,142,186,UPDATE_DIFF
2868668,61,2026-05-03 20:30:00,16801,0,0,142,186,UPDATE_DIFF
2868673,61,2026-05-03 20:35:00,16801,0,0,142,186,UPDATE_DIFF
2868681,61,2026-05-03 20:40:00,16801,0,0,142,186,UPDATE_DIFF
2868686,61,2026-05-03 20:45:00,16801,0,0,142,186,UPDATE_DIFF
2868694,61,2026-05-03 20:50:00,16801,0,0,142,186,UPDATE_DIFF
2868699,61,2026-05-03 20:55:00,16801,0,0,142,186,UPDATE_DIFF
2868724,61,2026-05-03 21:00:00,16810,9,9,151,195,UPDATE_DIFF
2868851,61,2026-05-03 21:05:00,16810,0,0,151,195,UPDATE_DIFF
2868859,61,2026-05-03 21:10:00,16810,0,0,151,195,UPDATE_DIFF
2868864,61,2026-05-03 21:15:00,16810,0,0,151,195,UPDATE_DIFF
2868872,61,2026-05-03 21:20:00,16810,0,0,151,195,UPDATE_DIFF
2868877,61,2026-05-03 21:25:00,16810,0,0,151,195,UPDATE_DIFF
2868885,61,2026-05-03 21:30:00,16818,8,8,159,203,UPDATE_DIFF
2868890,61,2026-05-03 21:35:00,16818,0,0,159,203,UPDATE_DIFF
2868898,61,2026-05-03 21:40:00,16818,0,0,159,203,UPDATE_DIFF
2868903,61,2026-05-03 21:45:00,16818,0,0,159,203,UPDATE_DIFF
2868911,61,2026-05-03 21:50:00,16826,8,8,167,211,UPDATE_DIFF
2868916,61,2026-05-03 21:55:00,16826,0,0,167,211,UPDATE_DIFF
2868940,61,2026-05-03 22:00:00,16826,0,0,167,211,UPDATE_DIFF
2869068,61,2026-05-03 22:05:00,16826,0,0,167,211,UPDATE_DIFF
2869076,61,2026-05-03 22:10:00,16826,0,0,167,211,UPDATE_DIFF
2869081,61,2026-05-03 22:15:00,16826,0,0,167,211,UPDATE_DIFF
2869089,61,2026-05-03 22:20:00,16826,0,0,167,211,UPDATE_DIFF
2869094,61,2026-05-03 22:25:00,16826,0,0,167,211,UPDATE_DIFF
2869102,61,2026-05-03 22:30:00,16826,0,0,167,211,UPDATE_DIFF
2869107,61,2026-05-03 22:35:00,16826,0,0,167,211,UPDATE_DIFF
2869115,61,2026-05-03 22:40:00,16826,0,0,167,211,UPDATE_DIFF
2869120,61,2026-05-03 22:45:00,16828,2,2,169,213,UPDATE_DIFF
2869128,61,2026-05-03 22:50:00,16833,5,5,174,218,UPDATE_DIFF
2869133,61,2026-05-03 22:55:00,16833,0,0,174,218,UPDATE_DIFF
2869158,61,2026-05-03 23:00:00,16833,0,0,174,218,UPDATE_DIFF
2869285,61,2026-05-03 23:05:00,16833,0,0,174,218,UPDATE_DIFF
2869293,61,2026-05-03 23:10:00,16833,0,0,174,218,UPDATE_DIFF
2869298,61,2026-05-03 23:15:00,16833,0,0,174,218,UPDATE_DIFF
2869306,61,2026-05-03 23:20:00,16840,7,7,181,225,UPDATE_DIFF
2869311,61,2026-05-03 23:25:00,16840,0,0,181,225,UPDATE_DIFF
2869319,61,2026-05-03 23:30:00,16840,0,0,181,225,UPDATE_DIFF
2869324,61,2026-05-03 23:35:00,16840,0,0,181,225,UPDATE_DIFF
2869332,61,2026-05-03 23:40:00,16840,0,0,181,225,UPDATE_DIFF
2869337,61,2026-05-03 23:45:00,16840,0,0,181,225,UPDATE_DIFF
2869345,61,2026-05-03 23:50:00,16840,0,0,181,225,UPDATE_DIFF
2869350,61,2026-05-03 23:55:00,16840,0,0,181,225,UPDATE_DIFF
2869502,61,2026-05-04 00:05:00,16847,1,1,0,1,UPDATE_DIFF
2869510,61,2026-05-04 00:10:00,16847,0,0,0,1,UPDATE_DIFF
2869515,61,2026-05-04 00:15:00,16847,0,0,0,1,UPDATE_DIFF
2869523,61,2026-05-04 00:20:00,16847,0,0,0,1,UPDATE_DIFF
2869528,61,2026-05-04 00:25:00,16847,0,0,0,1,UPDATE_DIFF
2869536,61,2026-05-04 00:30:00,16847,0,0,0,1,UPDATE_DIFF
2869541,61,2026-05-04 00:35:00,16847,0,0,0,1,UPDATE_DIFF
2869549,61,2026-05-04 00:40:00,16847,0,0,0,1,UPDATE_DIFF
2869554,61,2026-05-04 00:45:00,16847,0,0,0,1,UPDATE_DIFF
2869562,61,2026-05-04 00:50:00,16856,9,9,0,10,UPDATE_DIFF
2869567,61,2026-05-04 00:55:00,16856,0,0,0,10,UPDATE_DIFF
2869590,61,2026-05-04 01:00:00,16856,0,0,0,10,UPDATE_DIFF
2869719,61,2026-05-04 01:05:00,16856,0,0,0,10,UPDATE_DIFF
2869727,61,2026-05-04 01:10:00,16856,0,0,0,10,UPDATE_DIFF
2869732,61,2026-05-04 01:15:00,16856,0,0,0,10,UPDATE_DIFF
2869740,61,2026-05-04 01:20:00,16856,0,0,0,10,UPDATE_DIFF
2869745,61,2026-05-04 01:25:00,16856,0,0,0,10,UPDATE_DIFF
2869753,61,2026-05-04 01:30:00,16856,0,0,0,10,UPDATE_DIFF
2869758,61,2026-05-04 01:35:00,16856,0,0,0,10,UPDATE_DIFF
2869766,61,2026-05-04 01:40:00,16856,0,0,0,10,UPDATE_DIFF
2869771,61,2026-05-04 01:45:00,16856,0,0,0,10,UPDATE_DIFF
2869779,61,2026-05-04 01:50:00,16856,0,0,0,10,UPDATE_DIFF
2869784,61,2026-05-04 01:55:00,16856,0,0,0,10,UPDATE_DIFF
2869807,61,2026-05-04 02:00:00,16863,7,7,0,17,UPDATE_DIFF
2869936,61,2026-05-04 02:05:00,16863,0,0,0,17,UPDATE_DIFF
2869944,61,2026-05-04 02:10:00,16863,0,0,0,17,UPDATE_DIFF
2869949,61,2026-05-04 02:15:00,16863,0,0,0,17,UPDATE_DIFF
2869957,61,2026-05-04 02:20:00,16863,0,0,0,17,UPDATE_DIFF
2869962,61,2026-05-04 02:25:00,16863,0,0,0,17,UPDATE_DIFF
2869970,61,2026-05-04 02:30:00,16863,0,0,0,17,UPDATE_DIFF
2869975,61,2026-05-04 02:35:00,16863,0,0,0,17,UPDATE_DIFF
2869983,61,2026-05-04 02:40:00,16863,0,0,0,17,UPDATE_DIFF
2869988,61,2026-05-04 02:45:00,16863,0,0,0,17,UPDATE_DIFF
2869996,61,2026-05-04 02:50:00,16863,0,0,0,17,UPDATE_DIFF
2870001,61,2026-05-04 02:55:00,16863,0,0,0,17,UPDATE_DIFF
2870024,61,2026-05-04 03:00:00,16863,0,0,0,17,UPDATE_DIFF
2870153,61,2026-05-04 03:05:00,16863,0,0,0,17,UPDATE_DIFF
2870161,61,2026-05-04 03:10:00,16870,7,7,0,24,UPDATE_DIFF
2870166,61,2026-05-04 03:15:00,16870,0,0,0,24,UPDATE_DIFF
2870174,61,2026-05-04 03:20:00,16870,0,0,0,24,UPDATE_DIFF
2870179,61,2026-05-04 03:25:00,16870,0,0,0,24,UPDATE_DIFF
2870187,61,2026-05-04 03:30:00,16870,0,0,0,24,UPDATE_DIFF
2870192,61,2026-05-04 03:35:00,16870,0,0,0,24,UPDATE_DIFF
2870200,61,2026-05-04 03:40:00,16870,0,0,0,24,UPDATE_DIFF
2870205,61,2026-05-04 03:45:00,16870,0,0,0,24,UPDATE_DIFF
2870213,61,2026-05-04 03:50:00,16870,0,0,0,24,UPDATE_DIFF
2870218,61,2026-05-04 03:55:00,16870,0,0,0,24,UPDATE_DIFF
2870243,61,2026-05-04 04:00:00,16870,0,0,0,24,UPDATE_DIFF
2870370,61,2026-05-04 04:05:00,16870,0,0,0,24,UPDATE_DIFF
2870378,61,2026-05-04 04:10:00,16876,6,6,6,30,UPDATE_DIFF
2870383,61,2026-05-04 04:15:00,16876,0,0,6,30,UPDATE_DIFF
2870391,61,2026-05-04 04:20:00,16876,0,0,6,30,UPDATE_DIFF
2870396,61,2026-05-04 04:25:00,16876,0,0,6,30,UPDATE_DIFF
2870404,61,2026-05-04 04:30:00,16882,6,6,12,36,UPDATE_DIFF
2870409,61,2026-05-04 04:35:00,16883,1,1,13,37,UPDATE_DIFF
2870417,61,2026-05-04 04:40:00,16886,3,3,16,40,UPDATE_DIFF
2870422,61,2026-05-04 04:45:00,16886,0,0,16,40,UPDATE_DIFF
2870430,61,2026-05-04 04:50:00,16886,0,0,16,40,UPDATE_DIFF
2870435,61,2026-05-04 04:55:00,16887,1,1,17,41,UPDATE_DIFF
2870458,61,2026-05-04 05:00:00,16887,0,0,17,41,UPDATE_DIFF
2870587,61,2026-05-04 05:05:00,16895,8,8,25,49,UPDATE_DIFF
2870595,61,2026-05-04 05:10:00,16895,0,0,25,49,UPDATE_DIFF
2870600,61,2026-05-04 05:15:00,16895,0,0,25,49,UPDATE_DIFF
2870608,61,2026-05-04 05:20:00,16895,0,0,25,49,UPDATE_DIFF
2870613,61,2026-05-04 05:25:00,16899,4,4,29,53,UPDATE_DIFF
2870621,61,2026-05-04 05:30:00,16902,3,3,32,56,UPDATE_DIFF
2870626,61,2026-05-04 05:35:00,16902,0,0,32,56,UPDATE_DIFF
2870634,61,2026-05-04 05:40:00,16902,0,0,32,56,UPDATE_DIFF
2870639,61,2026-05-04 05:45:00,16902,0,0,32,56,UPDATE_DIFF
2870647,61,2026-05-04 05:50:00,16902,0,0,32,56,UPDATE_DIFF
2870652,61,2026-05-04 05:55:00,16902,0,0,32,56,UPDATE_DIFF
2870676,61,2026-05-04 06:00:00,16910,8,8,40,64,UPDATE_DIFF
2870804,61,2026-05-04 06:05:00,16910,0,0,40,64,UPDATE_DIFF
2870812,61,2026-05-04 06:10:00,16910,0,0,40,64,UPDATE_DIFF
2870817,61,2026-05-04 06:15:00,16910,0,0,40,64,UPDATE_DIFF
2870825,61,2026-05-04 06:20:00,16910,0,0,40,64,UPDATE_DIFF
2870830,61,2026-05-04 06:25:00,16911,1,1,41,65,UPDATE_DIFF
2870838,61,2026-05-04 06:30:00,16918,7,7,48,72,UPDATE_DIFF
2870843,61,2026-05-04 06:35:00,16918,0,0,48,72,UPDATE_DIFF
2870851,61,2026-05-04 06:40:00,16918,0,0,48,72,UPDATE_DIFF
2870856,61,2026-05-04 06:45:00,16918,0,0,48,72,UPDATE_DIFF
2870864,61,2026-05-04 06:50:00,16918,0,0,48,72,UPDATE_DIFF
2870869,61,2026-05-04 06:55:00,16918,0,0,48,72,UPDATE_DIFF
2870893,61,2026-05-04 07:00:00,16918,0,0,48,72,UPDATE_DIFF
2871021,61,2026-05-04 07:05:00,16925,7,7,55,79,UPDATE_DIFF
2871029,61,2026-05-04 07:10:00,16926,1,1,56,80,UPDATE_DIFF
2871034,61,2026-05-04 07:15:00,16926,0,0,56,80,UPDATE_DIFF
2871042,61,2026-05-04 07:20:00,16926,0,0,56,80,UPDATE_DIFF
2871047,61,2026-05-04 07:25:00,16926,0,0,56,80,UPDATE_DIFF
2871055,61,2026-05-04 07:30:00,16926,0,0,56,80,UPDATE_DIFF
2871060,61,2026-05-04 07:35:00,16926,0,0,56,80,UPDATE_DIFF
2871068,61,2026-05-04 07:40:00,16927,1,1,57,81,UPDATE_DIFF
2871073,61,2026-05-04 07:45:00,16932,5,5,62,86,UPDATE_DIFF
2871081,61,2026-05-04 07:50:00,16933,1,1,63,87,UPDATE_DIFF
2871086,61,2026-05-04 07:55:00,16933,0,0,63,87,UPDATE_DIFF
2871110,61,2026-05-04 08:00:00,16933,0,0,63,87,UPDATE_DIFF
2871238,61,2026-05-04 08:05:00,16933,0,0,63,87,UPDATE_DIFF
2871246,61,2026-05-04 08:10:00,16933,0,0,63,87,UPDATE_DIFF
2871251,61,2026-05-04 08:15:00,16933,0,0,63,87,UPDATE_DIFF
2871259,61,2026-05-04 08:20:00,16940,7,7,70,94,UPDATE_DIFF
2871264,61,2026-05-04 08:25:00,16940,0,0,70,94,UPDATE_DIFF
2871272,61,2026-05-04 08:30:00,16940,0,0,70,94,UPDATE_DIFF
2871277,61,2026-05-04 08:35:00,16940,0,0,70,94,UPDATE_DIFF
2871285,61,2026-05-04 08:40:00,16940,0,0,70,94,UPDATE_DIFF
2871290,61,2026-05-04 08:45:00,16940,0,0,70,94,UPDATE_DIFF
2871298,61,2026-05-04 08:50:00,16948,8,8,78,102,UPDATE_DIFF
2871303,61,2026-05-04 08:55:00,16948,0,0,78,102,UPDATE_DIFF
2871328,61,2026-05-04 09:00:00,16948,0,0,78,102,UPDATE_DIFF
2871455,61,2026-05-04 09:05:00,16948,0,0,78,102,UPDATE_DIFF
2871463,61,2026-05-04 09:10:00,16948,0,0,78,102,UPDATE_DIFF
2871468,61,2026-05-04 09:15:00,16948,0,0,78,102,UPDATE_DIFF
2871476,61,2026-05-04 09:20:00,16948,0,0,78,102,UPDATE_DIFF
2871481,61,2026-05-04 09:25:00,16948,0,0,78,102,UPDATE_DIFF
2871489,61,2026-05-04 09:30:00,16955,7,7,85,109,UPDATE_DIFF
2871494,61,2026-05-04 09:35:00,16955,0,0,85,109,UPDATE_DIFF
2871502,61,2026-05-04 09:40:00,16955,0,0,85,109,UPDATE_DIFF
2871507,61,2026-05-04 09:45:00,16955,0,0,85,109,UPDATE_DIFF
2871515,61,2026-05-04 09:50:00,16955,0,0,85,109,UPDATE_DIFF
2871520,61,2026-05-04 09:55:00,16955,0,0,85,109,UPDATE_DIFF
2871544,61,2026-05-04 10:00:00,16959,4,4,89,113,UPDATE_DIFF
2871672,61,2026-05-04 10:05:00,16963,4,4,93,117,UPDATE_DIFF
2871680,61,2026-05-04 10:10:00,16963,0,0,93,117,UPDATE_DIFF
2871685,61,2026-05-04 10:15:00,16963,0,0,93,117,UPDATE_DIFF
2871693,61,2026-05-04 10:20:00,16963,0,0,93,117,UPDATE_DIFF
2871698,61,2026-05-04 10:25:00,16963,0,0,93,117,UPDATE_DIFF
2871706,61,2026-05-04 10:30:00,16963,0,0,93,117,UPDATE_DIFF
2871711,61,2026-05-04 10:35:00,16966,3,3,96,120,UPDATE_DIFF
2871719,61,2026-05-04 10:40:00,16970,4,4,100,124,UPDATE_DIFF
2871724,61,2026-05-04 10:45:00,16970,0,0,100,124,UPDATE_DIFF
2871732,61,2026-05-04 10:50:00,16970,0,0,100,124,UPDATE_DIFF
2871737,61,2026-05-04 10:55:00,16970,0,0,100,124,UPDATE_DIFF
2871761,61,2026-05-04 11:00:00,16970,0,0,100,124,UPDATE_DIFF
2871889,61,2026-05-04 11:05:00,16975,5,5,105,129,UPDATE_DIFF
2871897,61,2026-05-04 11:10:00,16977,2,2,107,131,UPDATE_DIFF
2871902,61,2026-05-04 11:15:00,16977,0,0,107,131,UPDATE_DIFF
2871910,61,2026-05-04 11:20:00,16977,0,0,107,131,UPDATE_DIFF
2871915,61,2026-05-04 11:25:00,16977,0,0,107,131,UPDATE_DIFF
2871923,61,2026-05-04 11:30:00,16977,0,0,107,131,UPDATE_DIFF
2871928,61,2026-05-04 11:35:00,16977,0,0,107,131,UPDATE_DIFF
2871936,61,2026-05-04 11:40:00,16977,0,0,107,131,UPDATE_DIFF
2871941,61,2026-05-04 11:45:00,16977,0,0,107,131,UPDATE_DIFF
2871949,61,2026-05-04 11:50:00,16985,8,8,115,139,UPDATE_DIFF
2871954,61,2026-05-04 11:55:00,16985,0,0,115,139,UPDATE_DIFF
2871982,61,2026-05-04 12:00:00,16985,0,0,115,139,UPDATE_DIFF
2872106,61,2026-05-04 12:05:00,16985,0,0,115,139,UPDATE_DIFF
2872114,61,2026-05-04 12:10:00,16985,0,0,115,139,UPDATE_DIFF
2872119,61,2026-05-04 12:15:00,16985,0,0,115,139,UPDATE_DIFF
2872127,61,2026-05-04 12:20:00,16985,0,0,115,139,UPDATE_DIFF
2872132,61,2026-05-04 12:25:00,16985,0,0,115,139,UPDATE_DIFF
2872140,61,2026-05-04 12:30:00,16992,7,7,122,146,UPDATE_DIFF
2872145,61,2026-05-04 12:35:00,16992,0,0,122,146,UPDATE_DIFF
2872153,61,2026-05-04 12:40:00,16992,0,0,122,146,UPDATE_DIFF
2872158,61,2026-05-04 12:45:00,16992,0,0,122,146,UPDATE_DIFF
2872166,61,2026-05-04 12:50:00,16992,0,0,122,146,UPDATE_DIFF
2872171,61,2026-05-04 12:55:00,16992,0,0,122,146,UPDATE_DIFF
2872195,61,2026-05-04 13:00:00,16992,0,0,122,146,UPDATE_DIFF
2872323,61,2026-05-04 13:05:00,16992,0,0,122,146,UPDATE_DIFF
2872331,61,2026-05-04 13:10:00,16999,7,7,129,153,UPDATE_DIFF
2872336,61,2026-05-04 13:15:00,16999,0,0,129,153,UPDATE_DIFF
2872344,61,2026-05-04 13:20:00,16999,0,0,129,153,UPDATE_DIFF
2872349,61,2026-05-04 13:25:00,16999,0,0,129,153,UPDATE_DIFF
2872357,61,2026-05-04 13:30:00,16999,0,0,129,153,UPDATE_DIFF
2872362,61,2026-05-04 13:35:00,16999,0,0,129,153,UPDATE_DIFF
2872370,61,2026-05-04 13:40:00,17000,1,1,130,154,UPDATE_DIFF
2872375,61,2026-05-04 13:45:00,17004,4,4,134,158,UPDATE_DIFF
2872383,61,2026-05-04 13:50:00,17006,2,2,136,160,UPDATE_DIFF
2872388,61,2026-05-04 13:55:00,17006,0,0,136,160,UPDATE_DIFF
2872412,61,2026-05-04 14:00:00,17006,0,0,136,160,UPDATE_DIFF
2872540,61,2026-05-04 14:05:00,17006,0,0,136,160,UPDATE_DIFF
2872548,61,2026-05-04 14:10:00,17006,0,0,136,160,UPDATE_DIFF
2872553,61,2026-05-04 14:15:00,17006,0,0,136,160,UPDATE_DIFF
2872561,61,2026-05-04 14:20:00,17006,0,0,136,160,UPDATE_DIFF
2872566,61,2026-05-04 14:25:00,17006,0,0,136,160,UPDATE_DIFF
2872574,61,2026-05-04 14:30:00,17013,7,7,143,167,UPDATE_DIFF
2872579,61,2026-05-04 14:35:00,17013,0,0,143,167,UPDATE_DIFF
2872587,61,2026-05-04 14:40:00,17013,0,0,143,167,UPDATE_DIFF
2872592,61,2026-05-04 14:45:00,17013,0,0,143,167,UPDATE_DIFF
2872600,61,2026-05-04 14:50:00,17013,0,0,143,167,UPDATE_DIFF
2872605,61,2026-05-04 14:55:00,17013,0,0,143,167,UPDATE_DIFF
2872628,61,2026-05-04 15:00:00,17021,8,8,151,175,UPDATE_DIFF
2872757,61,2026-05-04 15:05:00,17021,0,0,151,175,UPDATE_DIFF
2872765,61,2026-05-04 15:10:00,17021,0,0,151,175,UPDATE_DIFF
2872770,61,2026-05-04 15:15:00,17021,0,0,151,175,UPDATE_DIFF
2872778,61,2026-05-04 15:20:00,17021,0,0,151,175,UPDATE_DIFF
2872783,61,2026-05-04 15:25:00,17021,0,0,151,175,UPDATE_DIFF
2872791,61,2026-05-04 15:30:00,17024,3,3,154,178,UPDATE_DIFF
2872796,61,2026-05-04 15:35:00,17028,4,4,158,182,UPDATE_DIFF
2872804,61,2026-05-04 15:40:00,17028,0,0,158,182,UPDATE_DIFF
2872809,61,2026-05-04 15:45:00,17028,0,0,158,182,UPDATE_DIFF
2872817,61,2026-05-04 15:50:00,17028,0,0,158,182,UPDATE_DIFF
2872822,61,2026-05-04 15:55:00,17028,0,0,158,182,UPDATE_DIFF
2872846,61,2026-05-04 16:00:00,17035,7,7,165,189,UPDATE_DIFF
2872974,61,2026-05-04 16:05:00,17035,0,0,165,189,UPDATE_DIFF
2872982,61,2026-05-04 16:10:00,17035,0,0,165,189,UPDATE_DIFF
2872987,61,2026-05-04 16:15:00,17035,0,0,165,189,UPDATE_DIFF
2872995,61,2026-05-04 16:20:00,17035,0,0,165,189,UPDATE_DIFF
2873000,61,2026-05-04 16:25:00,17035,0,0,165,189,UPDATE_DIFF
2873008,61,2026-05-04 16:30:00,17035,0,0,165,189,UPDATE_DIFF
2873013,61,2026-05-04 16:35:00,17035,0,0,165,189,UPDATE_DIFF
2873021,61,2026-05-04 16:40:00,17035,0,0,165,189,UPDATE_DIFF
2873026,61,2026-05-04 16:45:00,17043,8,8,173,197,UPDATE_DIFF
2873034,61,2026-05-04 16:50:00,17043,0,0,173,197,UPDATE_DIFF
2873039,61,2026-05-04 16:55:00,17043,0,0,173,197,UPDATE_DIFF
2873063,61,2026-05-04 17:00:00,17043,0,0,173,197,UPDATE_DIFF
2873191,61,2026-05-04 17:05:00,17043,0,0,173,197,UPDATE_DIFF
2873199,61,2026-05-04 17:10:00,17043,0,0,173,197,UPDATE_DIFF
2873204,61,2026-05-04 17:15:00,17050,7,7,180,204,UPDATE_DIFF
2873212,61,2026-05-04 17:20:00,17050,0,0,180,204,UPDATE_DIFF
2873217,61,2026-05-04 17:25:00,17050,0,0,180,204,UPDATE_DIFF
2873225,61,2026-05-04 17:30:00,17050,0,0,180,204,UPDATE_DIFF
2873230,61,2026-05-04 17:35:00,17050,0,0,180,204,UPDATE_DIFF
2873238,61,2026-05-04 17:40:00,17050,0,0,180,204,UPDATE_DIFF
2873243,61,2026-05-04 17:45:00,17058,8,8,188,212,UPDATE_DIFF
2873251,61,2026-05-04 17:50:00,17058,0,0,188,212,UPDATE_DIFF
2873256,61,2026-05-04 17:55:00,17058,0,0,188,212,UPDATE_DIFF
2873280,61,2026-05-04 18:00:00,17058,0,0,188,212,UPDATE_DIFF
2873408,61,2026-05-04 18:05:00,17058,0,0,188,212,UPDATE_DIFF
2873416,61,2026-05-04 18:10:00,17066,8,8,196,220,UPDATE_DIFF
2873421,61,2026-05-04 18:15:00,17066,0,0,196,220,UPDATE_DIFF
2873429,61,2026-05-04 18:20:00,17066,0,0,196,220,UPDATE_DIFF
2873434,61,2026-05-04 18:25:00,17066,0,0,196,220,UPDATE_DIFF
2873442,61,2026-05-04 18:30:00,17066,0,0,196,220,UPDATE_DIFF
2873447,61,2026-05-04 18:35:00,17074,8,8,204,228,UPDATE_DIFF
2873455,61,2026-05-04 18:40:00,17074,0,0,204,228,UPDATE_DIFF
2873460,61,2026-05-04 18:45:00,17074,0,0,204,228,UPDATE_DIFF
2873468,61,2026-05-04 18:50:00,17074,0,0,204,228,UPDATE_DIFF
2873473,61,2026-05-04 18:55:00,17074,0,0,204,228,UPDATE_DIFF
2873496,61,2026-05-04 19:00:00,17078,4,4,208,232,UPDATE_DIFF
2873625,61,2026-05-04 19:05:00,17082,4,4,212,236,UPDATE_DIFF
2873633,61,2026-05-04 19:10:00,17082,0,0,212,236,UPDATE_DIFF
2873638,61,2026-05-04 19:15:00,17082,0,0,212,236,UPDATE_DIFF
2873646,61,2026-05-04 19:20:00,17082,0,0,212,236,UPDATE_DIFF
2873651,61,2026-05-04 19:25:00,17087,5,5,217,241,UPDATE_DIFF
2873659,61,2026-05-04 19:30:00,17087,0,0,217,241,UPDATE_DIFF
2873664,61,2026-05-04 19:35:00,17090,3,3,220,244,UPDATE_DIFF
2873672,61,2026-05-04 19:40:00,17090,0,0,220,244,UPDATE_DIFF
2873677,61,2026-05-04 19:45:00,17092,2,2,222,246,UPDATE_DIFF
2873685,61,2026-05-04 19:50:00,17098,6,6,228,252,UPDATE_DIFF
2873690,61,2026-05-04 19:55:00,17098,0,0,228,252,UPDATE_DIFF
2873714,61,2026-05-04 20:00:00,17098,0,0,228,252,UPDATE_DIFF
2873842,61,2026-05-04 20:05:00,17098,0,0,228,252,UPDATE_DIFF
2873850,61,2026-05-04 20:10:00,17098,0,0,228,252,UPDATE_DIFF
2873855,61,2026-05-04 20:15:00,17106,8,8,236,260,UPDATE_DIFF
2873863,61,2026-05-04 20:20:00,17106,0,0,236,260,UPDATE_DIFF
2873868,61,2026-05-04 20:25:00,17106,0,0,236,260,UPDATE_DIFF
2873876,61,2026-05-04 20:30:00,17106,0,0,236,260,UPDATE_DIFF
2873881,61,2026-05-04 20:35:00,17106,0,0,236,260,UPDATE_DIFF
2873889,61,2026-05-04 20:40:00,17106,0,0,236,260,UPDATE_DIFF
2873894,61,2026-05-04 20:45:00,17113,7,7,243,267,UPDATE_DIFF
2873902,61,2026-05-04 20:50:00,17113,0,0,243,267,UPDATE_DIFF
2873907,61,2026-05-04 20:55:00,17113,0,0,243,267,UPDATE_DIFF
2873931,61,2026-05-04 21:00:00,17113,0,0,243,267,UPDATE_DIFF
2874059,61,2026-05-04 21:05:00,17113,0,0,243,267,UPDATE_DIFF
2874067,61,2026-05-04 21:10:00,17121,8,8,251,275,UPDATE_DIFF
2874072,61,2026-05-04 21:15:00,17121,0,0,251,275,UPDATE_DIFF
2874080,61,2026-05-04 21:20:00,17121,0,0,251,275,UPDATE_DIFF
2874085,61,2026-05-04 21:25:00,17121,0,0,251,275,UPDATE_DIFF
2874093,61,2026-05-04 21:30:00,17121,0,0,251,275,UPDATE_DIFF
2874098,61,2026-05-04 21:35:00,17121,0,0,251,275,UPDATE_DIFF
2874106,61,2026-05-04 21:40:00,17121,0,0,251,275,UPDATE_DIFF
2874111,61,2026-05-04 21:45:00,17128,7,7,258,282,UPDATE_DIFF
2874119,61,2026-05-04 21:50:00,17128,0,0,258,282,UPDATE_DIFF
2874124,61,2026-05-04 21:55:00,17128,0,0,258,282,UPDATE_DIFF
2874148,61,2026-05-04 22:00:00,17128,0,0,258,282,UPDATE_DIFF
2874276,61,2026-05-04 22:05:00,17129,1,1,259,283,UPDATE_DIFF
2874284,61,2026-05-04 22:10:00,17129,0,0,259,283,UPDATE_DIFF
2874289,61,2026-05-04 22:15:00,17136,7,7,266,290,UPDATE_DIFF
2874297,61,2026-05-04 22:20:00,17136,0,0,266,290,UPDATE_DIFF
2874302,61,2026-05-04 22:25:00,17136,0,0,266,290,UPDATE_DIFF
2874310,61,2026-05-04 22:30:00,17136,0,0,266,290,UPDATE_DIFF
2874315,61,2026-05-04 22:35:00,17136,0,0,266,290,UPDATE_DIFF
